gene_id,12_sorted.bam.gtf,16_sorted.bam.gtf,20_sorted.bam.gtf,248_sorted.bam.gtf,249_sorted.bam.gtf,24_sorted.bam.gtf,250_sorted.bam.gtf,260_sorted.bam.gtf,261_sorted.bam.gtf,262_sorted.bam.gtf,5_sorted.bam.gtf,8_sorted.bam.gtf
FUN_031589,30,29,31,15,0,23,23,32,45,49,25,38
FUN_031588,23,18,31,65,57,3,60,42,31,62,23,34
FUN_031585,0,0,0,0,0,5,0,0,0,0,0,0
FUN_031584,0,0,0,0,0,0,0,0,0,0,0,0
FUN_031587,3,0,0,0,0,0,0,0,0,0,0,0
FUN_031586,0,0,50,0,0,26,0,0,0,0,0,0
FUN_031581,2,0,2,2,0,6,0,0,0,0,6,9
FUN_031580,0,3,0,0,0,0,0,0,0,0,0,1
FUN_031583,0,0,0,0,0,0,0,0,0,0,0,0
FUN_031582,3,0,0,0,0,0,4,0,0,0,0,0
FUN_020204,0,0,0,0,0,0,0,0,0,0,0,0
FUN_020205,0,0,0,0,0,0,1,0,0,0,1,0
FUN_020206,0,1,0,0,0,0,0,1,0,0,1,0
FUN_020207,0,1,0,0,0,0,0,0,0,0,0,0
FUN_020200,0,0,0,0,0,0,0,1,0,0,0,0
FUN_020201,0,1,0,0,0,0,0,0,0,0,0,0
FUN_020202,0,0,0,0,0,0,1,0,0,0,0,0
FUN_020203,0,0,0,0,1,0,0,0,0,0,0,0
FUN_030082,13,7,3,8,0,0,0,5,11,14,0,7
FUN_020208,0,0,0,0,0,0,0,1,0,0,1,0
FUN_020209,0,1,0,0,0,0,0,0,0,0,0,0
FUN_007343,2,0,5,1,0,1,0,0,1,1,1,2
FUN_025639,0,0,0,0,0,1,0,9,12,14,7,0
FUN_001911,0,0,0,0,0,0,0,0,0,0,0,0
FUN_001910,0,0,0,327,221,0,239,1076,936,1139,0,9
FUN_001913,0,0,4,0,0,0,0,0,0,0,0,0
FUN_001912,12,0,3,0,0,6,0,0,0,0,14,0
FUN_001915,0,0,0,0,0,0,0,0,0,0,0,0
FUN_001914,0,0,0,0,0,0,0,0,0,0,0,0
FUN_001917,11,7,0,6,0,0,4,7,0,0,0,4
FUN_001916,0,0,0,0,0,0,0,0,0,0,0,0
FUN_001919,0,0,0,0,0,0,0,0,0,0,0,2
FUN_001918,0,5,0,0,0,2,0,0,1,0,1,2
FUN_030458,3,0,2,0,0,0,0,0,0,0,0,1
FUN_030459,0,0,0,0,0,0,0,0,0,0,0,1
FUN_040002,34,6,17,207,241,12,119,272,276,253,27,10
FUN_030450,0,0,0,0,0,1,0,0,0,0,1,0
FUN_030451,0,0,0,0,0,1,0,0,0,2,0,0
FUN_030452,1,0,0,1,0,1,0,0,0,0,0,0
FUN_025631,0,2,0,0,0,0,0,0,0,0,0,0
FUN_030454,0,0,0,0,0,0,0,1,0,0,0,0
FUN_030455,1,0,0,0,0,0,0,2,0,0,1,0
FUN_030456,0,0,0,0,0,1,1,0,0,0,0,1
FUN_030457,1,0,0,0,1,0,0,0,0,0,0,0
FUN_031329,0,0,0,0,0,0,0,0,0,0,0,0
FUN_031328,0,0,0,0,0,0,0,0,0,0,0,0
FUN_036119,8,8,0,6,25,0,5,0,0,17,0,0
FUN_036118,8,14,6,2,8,2,5,4,2,0,5,3
FUN_036117,24,18,20,36,11,50,8,5,4,9,27,27
FUN_036116,34,44,33,50,18,24,18,31,30,34,28,16
FUN_031323,0,0,0,0,0,0,0,0,0,0,0,0
FUN_031322,9,0,25,0,0,0,0,0,10,0,6,22
FUN_031325,0,0,0,0,0,0,0,0,0,0,0,0
FUN_031324,0,0,0,0,0,0,0,0,0,0,0,0
FUN_036111,1,0,1,1,0,0,1,1,0,1,0,1
FUN_036110,15,0,17,9,9,17,12,11,30,24,14,27
FUN_039138,0,0,0,0,0,0,0,0,0,0,0,0
FUN_039139,0,0,0,0,0,0,0,0,3,0,0,0
FUN_007458,1,0,0,0,0,0,0,0,0,0,0,0
FUN_007459,1,1,0,0,0,0,1,0,1,0,0,0
FUN_039134,0,0,0,0,0,1,0,0,0,0,0,0
FUN_039135,0,0,0,0,0,0,0,0,0,0,0,0
FUN_039136,1,0,0,0,0,0,0,0,0,1,0,0
FUN_039137,0,0,0,0,0,0,0,0,0,0,0,0
FUN_039130,0,0,0,0,0,0,0,0,0,0,0,0
FUN_039131,0,0,0,0,0,0,0,0,0,0,0,0
FUN_007450,0,1,0,0,0,0,0,0,0,1,0,0
FUN_007451,1,0,0,0,0,1,1,0,1,0,0,1
FUN_037860,0,0,0,0,0,0,0,0,0,0,0,0
FUN_037861,0,0,0,3,0,0,0,5,10,8,0,0
FUN_037862,132,178,192,425,208,217,171,1106,862,1297,117,120
FUN_037863,0,0,0,0,0,0,0,0,0,0,0,0
FUN_037864,0,0,0,0,0,0,0,0,0,0,0,0
FUN_037865,98,80,103,179,52,123,23,95,109,142,42,52
FUN_037866,24,78,25,24,25,26,0,41,30,37,25,41
FUN_037867,27,37,67,50,23,47,20,57,49,86,37,56
FUN_037868,5,8,6,5,0,3,0,0,0,0,0,4
FUN_037869,0,0,1,0,0,0,1,0,1,3,0,0
FUN_008174,16,3,2,0,0,7,5,2,0,0,4,7
FUN_008175,0,0,9,0,0,0,0,0,0,3,0,4
FUN_024585,4,4,3,53,29,8,21,0,7,17,0,4
FUN_019778,1,0,0,0,0,1,0,0,0,0,1,1
FUN_024584,7,10,7,95,36,8,31,15,33,24,14,10
FUN_005950,47,4,6,15,3,53,0,27,21,25,17,41
FUN_024583,0,11,5,0,0,14,0,0,0,0,17,9
FUN_008171,0,0,0,0,0,0,0,0,0,0,0,0
FUN_040005,0,0,0,0,0,0,0,0,0,0,0,0
FUN_000804,1,0,0,0,0,0,0,0,0,0,1,0
FUN_024581,6,19,13,0,0,0,17,0,0,0,0,17
FUN_000805,0,0,0,0,0,0,0,0,0,0,1,1
FUN_008173,0,0,0,0,0,0,0,0,0,5,0,0
FUN_000806,1,0,0,0,0,0,0,1,0,0,0,0
FUN_000807,1,0,0,0,0,1,0,1,0,0,1,1
FUN_040611,0,14,3,22,0,20,5,16,22,8,13,12
FUN_027269,0,6,0,0,0,0,0,0,0,0,0,0
FUN_027268,0,0,0,0,0,0,0,0,0,0,0,23
FUN_027267,0,0,0,0,0,0,0,0,0,0,0,0
FUN_027266,0,12,0,0,12,0,0,9,7,5,0,8
FUN_027265,0,8,0,0,2,0,0,0,0,0,0,0
FUN_027264,0,0,0,0,0,0,0,0,0,0,0,0
FUN_027263,0,16,7,0,0,0,9,0,2,0,3,0
FUN_027262,21,96,46,0,0,36,0,0,19,0,26,107
FUN_027261,0,10,10,0,0,5,0,0,0,0,9,10
FUN_027260,15,20,28,0,0,17,0,0,0,0,24,15
FUN_005959,0,0,0,0,0,0,0,0,0,0,0,0
FUN_000802,1,0,0,1,0,1,0,1,1,0,1,1
FUN_019771,0,0,0,0,0,0,0,0,0,0,0,0
FUN_014269,0,0,0,0,0,0,0,0,0,0,0,0
FUN_029486,61,24,22,24,7,25,5,117,119,144,45,83
FUN_044108,21,16,14,75,20,19,28,25,22,26,13,12
FUN_044253,3,0,2,0,0,0,0,6,2,3,3,2
FUN_040007,3,0,0,35,18,2,15,17,20,22,0,0
FUN_014265,63,42,48,13,8,35,12,51,56,32,20,24
FUN_026371,0,4,12,0,11,0,0,0,0,0,8,17
FUN_037248,0,0,0,0,0,0,0,0,0,0,0,0
FUN_037249,0,0,2,0,0,0,0,0,0,0,1,1
FUN_044104,10,5,6,11,3,10,2,31,28,51,10,8
FUN_037244,2,0,6,0,0,4,0,0,0,0,0,11
FUN_037245,0,0,0,0,0,0,0,0,0,0,4,0
FUN_037246,0,0,0,0,0,0,0,0,0,0,0,0
FUN_037247,40,13,12,14,2,20,2,15,32,61,4,26
FUN_037240,109,84,174,84,16,113,11,100,113,133,83,99
FUN_037241,0,0,0,0,0,0,0,0,0,0,0,0
FUN_037242,0,0,0,0,0,0,0,0,0,0,0,8
FUN_037243,0,0,0,0,0,0,0,0,0,0,0,0
FUN_029987,3,0,0,0,0,0,0,0,0,1,0,0
FUN_029980,0,0,1,0,0,6,0,3,4,5,0,2
FUN_044100,3,0,1,1,0,3,0,3,3,7,3,3
FUN_005340,0,12,0,3,2,6,0,0,4,9,0,4
FUN_005341,8,15,26,0,0,24,0,0,0,0,11,36
FUN_005342,0,0,0,0,0,0,0,0,0,0,0,0
FUN_005343,207,198,277,108,71,141,99,215,185,156,193,228
FUN_005344,0,0,0,0,0,0,0,0,0,0,4,9
FUN_014263,2,2,5,3,0,6,2,0,2,5,7,0
FUN_005346,31,33,63,4,4,36,0,0,0,7,46,59
FUN_005347,14,18,27,53,27,12,43,35,38,35,14,14
FUN_005348,79,127,138,725,215,129,320,287,338,318,154,111
FUN_005349,23,27,57,64,42,43,25,41,49,66,28,48
FUN_044102,4,4,5,14,8,4,4,9,12,19,7,7
FUN_004431,53,36,90,61,16,41,16,69,56,68,41,41
FUN_004430,19,10,0,0,4,19,11,3,6,8,11,0
FUN_004433,68,64,65,72,49,68,20,47,69,66,63,68
FUN_004432,45,28,21,97,38,18,35,81,54,120,25,25
FUN_004435,21,33,50,42,0,23,5,32,23,31,31,31
FUN_003422,0,0,0,0,0,0,0,2,0,0,0,0
FUN_004437,49,60,69,34,61,28,53,120,120,106,50,58
FUN_003420,0,0,0,0,0,0,4,0,0,0,0,5
FUN_004439,9,26,12,22,12,8,20,21,25,24,0,5
FUN_004438,36,26,37,30,6,16,12,34,28,35,19,17
FUN_003429,13,8,0,2,0,0,0,9,0,0,0,4
FUN_003428,5,0,0,0,0,0,0,8,11,5,0,0
FUN_018338,3,5,19,0,0,0,0,0,0,3,9,0
FUN_006491,8,26,26,19,0,93,3,36,29,79,7,29
FUN_006490,14,20,7,5,0,2,0,1,2,8,2,2
FUN_006493,0,0,6,0,0,0,0,0,0,2,0,0
FUN_006492,30,29,47,19,0,48,6,8,20,8,0,0
FUN_006495,0,0,0,0,0,11,0,0,15,0,0,0
FUN_006494,109,3,94,9,0,0,20,26,17,21,74,13
FUN_032748,31,52,39,0,0,39,0,11,0,0,19,15
FUN_006496,0,0,0,0,0,0,0,0,0,0,0,0
FUN_032746,0,0,0,0,0,0,0,0,0,0,0,0
FUN_032747,76,38,55,106,32,143,36,200,258,140,122,63
FUN_032744,0,0,0,0,0,0,0,11,0,0,0,8
FUN_032745,5,0,0,41,0,27,15,22,24,45,11,40
FUN_032742,20,0,0,0,0,0,0,0,0,0,0,0
FUN_032743,0,0,0,0,0,0,0,3,0,0,0,0
FUN_032740,0,0,0,0,0,0,0,0,0,0,0,0
FUN_032741,0,0,0,0,0,0,0,0,0,0,0,0
FUN_004736,39,34,26,56,44,59,36,116,164,164,35,52
FUN_030083,4,3,3,3,0,2,1,2,5,3,2,2
FUN_034740,0,0,0,0,0,14,0,0,0,0,3,0
FUN_034741,0,0,0,0,0,0,0,0,0,0,0,1
FUN_034742,0,0,0,0,0,1,0,0,1,1,0,0
FUN_034743,0,0,0,0,0,0,0,0,0,0,0,0
FUN_034744,0,0,0,0,0,0,0,0,0,0,0,0
FUN_034745,0,0,0,0,0,6,0,0,0,0,0,0
FUN_034746,4,0,13,3,0,0,0,0,0,0,3,0
FUN_034747,2,0,0,0,0,0,0,0,9,0,0,0
FUN_034748,0,0,0,0,0,3,4,0,0,5,0,0
FUN_034749,0,0,0,0,0,0,0,2,0,0,0,0
FUN_039258,0,0,0,0,0,0,0,0,0,0,0,0
FUN_004734,12,3,4,76,14,16,9,39,25,25,18,5
FUN_036358,0,0,0,0,0,0,0,1,0,1,0,0
FUN_039255,5,4,3,0,0,4,0,0,0,0,4,0
FUN_039254,0,0,0,0,0,0,0,0,0,0,0,1
FUN_002774,0,15,10,0,0,0,0,11,0,12,0,18
FUN_002775,0,0,0,0,0,0,0,0,0,0,0,0
FUN_002776,0,0,0,0,0,0,0,0,0,0,0,0
FUN_002777,0,0,0,0,0,0,0,0,0,0,0,0
FUN_002770,0,1,3,0,0,0,0,0,0,0,0,2
FUN_002771,0,0,0,0,0,2,0,0,0,0,0,0
FUN_002772,0,0,4,0,0,0,0,0,0,0,0,0
FUN_002773,0,0,0,0,0,0,0,0,0,0,0,0
FUN_002778,0,0,0,0,0,0,0,0,0,0,0,0
FUN_002779,0,0,0,0,0,0,0,0,0,0,0,0
FUN_004732,0,0,0,0,0,4,0,5,4,1,4,0
FUN_040369,11,0,0,0,0,16,0,0,0,0,25,7
FUN_001146,12,21,0,4,0,8,0,0,0,0,0,0
FUN_001147,16,18,35,0,11,14,0,0,0,0,24,38
FUN_001144,64,179,165,195,109,82,67,242,238,283,148,166
FUN_001145,33,34,40,44,19,39,32,54,72,114,19,33
FUN_001142,33,69,59,106,79,67,67,189,144,120,28,52
FUN_001143,2,10,8,7,2,13,2,11,7,9,9,9
FUN_001140,80,69,91,174,47,115,58,67,86,76,41,56
FUN_001141,78,77,71,96,24,83,19,95,127,79,63,79
FUN_001148,36,36,42,44,16,16,17,29,36,41,22,30
FUN_001149,57,81,70,36,14,90,20,47,123,74,66,79
FUN_002488,0,0,0,0,0,0,0,0,0,0,0,0
FUN_002489,3,0,0,3,0,2,0,1,0,8,1,0
FUN_002486,0,0,1,0,0,0,0,0,0,0,0,0
FUN_002487,0,0,0,0,0,0,0,0,0,0,0,0
FUN_002484,54,82,53,22,0,29,0,23,40,13,71,8
FUN_002485,0,0,0,0,0,0,0,0,0,0,0,0
FUN_002482,1,5,0,0,0,4,0,3,0,4,1,0
FUN_002483,0,0,0,0,0,0,0,0,0,0,0,0
FUN_002480,0,0,0,0,0,23,0,4,0,0,6,0
FUN_018332,13,0,13,0,0,0,0,3,0,4,39,0
FUN_000439,5,17,14,35,0,10,22,20,19,32,11,25
FUN_000438,0,0,7,5,6,0,4,15,4,0,10,7
FUN_000435,0,3,1,0,0,1,0,0,0,0,0,0
FUN_000434,0,0,1,0,0,0,1,0,0,4,8,0
FUN_000437,52,27,30,372,126,52,70,74,110,129,25,49
FUN_000436,5,3,17,2,7,4,10,24,20,22,12,17
FUN_000431,0,0,0,0,0,0,0,2,0,3,0,0
FUN_000430,0,0,0,0,0,0,0,0,2,4,0,6
FUN_000433,0,5,0,0,0,0,0,0,0,0,0,4
FUN_000432,48,9,0,0,0,26,0,9,24,8,10,20
FUN_035831,12,9,19,0,0,16,10,17,12,17,24,15
FUN_035830,13,10,0,26,8,12,9,9,8,10,7,6
FUN_035833,81,78,76,49,42,122,49,200,170,136,42,31
FUN_035832,0,0,12,0,0,0,0,0,0,0,5,0
FUN_035835,5,0,2,0,0,10,0,0,0,10,0,4
FUN_035834,2,0,0,0,0,0,0,0,0,0,0,0
FUN_035837,22,18,22,9,0,17,0,11,0,13,11,32
FUN_035836,2,0,0,0,0,2,6,7,0,1,2,0
FUN_035839,0,7,7,0,0,6,8,7,4,0,4,0
FUN_035838,115,108,99,39,12,78,21,78,103,45,66,123
FUN_004731,9,18,20,22,5,32,2,48,15,11,9,17
FUN_029320,6,19,0,0,0,11,0,0,2,2,0,0
FUN_029321,64,195,114,15,0,93,9,0,4,10,0,7
FUN_029322,0,0,14,0,0,0,0,2,1,0,18,0
FUN_029323,0,12,129,0,6,0,15,22,44,16,112,110
FUN_029324,4,6,17,3,0,18,0,0,3,11,0,0
FUN_029325,0,4,0,6,0,0,0,7,0,10,0,0
FUN_029326,52,55,31,307,44,34,49,68,102,62,61,48
FUN_029327,121,122,113,16,9,186,17,53,121,38,88,202
FUN_029328,23,9,21,289,107,13,66,142,98,114,11,26
FUN_029329,0,0,0,0,0,0,0,0,0,0,0,9
FUN_040365,0,0,12,3,0,0,0,0,0,0,0,16
FUN_040901,14,15,6,0,0,6,0,14,16,16,5,6
FUN_040900,0,0,0,0,0,0,0,0,0,0,0,0
FUN_040903,6,11,8,4,0,6,2,12,6,6,2,2
FUN_040902,0,0,0,0,0,0,0,0,0,0,0,0
FUN_040905,11,7,11,0,0,8,0,5,4,3,18,11
FUN_040904,4,5,4,3,0,2,0,4,5,2,3,3
FUN_040907,0,0,0,0,0,0,0,0,0,0,0,0
FUN_040906,0,0,1,1,0,0,0,0,0,0,2,0
FUN_040909,1,0,0,0,0,0,0,0,0,0,3,0
FUN_040908,3,9,0,5,0,0,0,0,8,0,15,5
FUN_012539,0,0,0,0,0,0,0,0,0,0,0,0
FUN_012538,0,0,0,0,0,0,0,0,0,0,0,0
FUN_012533,0,0,5,0,0,0,3,11,60,19,10,10
FUN_012532,52,16,4,0,0,1,0,0,14,3,2,8
FUN_012531,349,421,356,258,167,243,119,406,453,373,223,373
FUN_012530,94,98,91,188,101,72,67,170,160,186,101,62
FUN_012537,3,6,0,0,0,5,0,0,0,7,0,0
FUN_012536,10,0,5,11,5,10,0,0,0,0,0,0
FUN_012535,42,32,50,79,38,21,24,46,60,67,31,47
FUN_012534,11,18,0,7,0,14,2,0,0,0,21,17
FUN_016229,0,0,0,0,0,0,0,0,0,1,0,3
FUN_016228,0,0,0,0,0,0,0,0,0,0,0,0
FUN_012037,0,0,0,0,0,0,0,0,0,0,0,4
FUN_016223,20,24,11,9,0,6,0,0,28,12,0,28
FUN_016222,0,0,0,0,0,0,0,0,0,0,0,0
FUN_016221,14,0,2,0,0,0,0,17,0,0,14,7
FUN_016220,0,0,3,0,0,11,5,0,0,0,15,0
FUN_016227,0,0,0,0,0,0,0,0,0,0,0,0
FUN_016226,0,1,0,0,0,0,0,0,0,2,0,0
FUN_040367,7,15,0,0,0,0,0,0,0,5,0,0
FUN_016224,5,19,10,9,1,7,3,13,11,4,0,7
FUN_003162,1,0,0,0,0,0,0,0,0,0,0,0
FUN_003163,279,273,240,254,116,257,120,715,632,579,226,222
FUN_003160,0,0,0,0,0,0,0,0,0,0,0,0
FUN_003161,0,0,0,0,1,0,0,0,0,0,0,1
FUN_003166,84,148,81,202,129,134,123,193,222,186,118,108
FUN_003167,0,2,0,0,0,6,0,0,1,1,0,2
FUN_003164,4,0,0,0,0,2,0,0,0,0,0,0
FUN_003165,103,86,71,466,179,106,124,188,134,196,103,130
FUN_003168,0,1,0,0,0,0,0,0,0,0,0,0
FUN_003169,58,98,103,0,0,80,0,4,11,6,39,79
FUN_028051,4,0,6,0,0,0,0,0,0,0,0,0
FUN_023006,125,100,74,157,86,97,73,223,258,265,123,123
FUN_023005,44,45,68,214,186,27,103,33,53,85,30,40
FUN_028052,8,0,0,0,0,0,0,0,0,0,0,0
FUN_028055,0,0,0,0,0,0,0,0,0,0,0,0
FUN_028054,0,0,0,0,0,0,0,0,0,3,0,0
FUN_023001,0,0,0,0,0,0,0,0,12,0,0,0
FUN_028056,0,11,0,0,6,0,6,26,35,24,0,0
FUN_028059,0,0,0,0,0,0,0,0,0,0,0,0
FUN_023140,54,69,74,66,36,79,43,165,113,145,29,57
FUN_036872,160,266,304,48,77,181,72,101,99,150,198,153
FUN_036873,22,39,28,10,14,8,8,41,12,8,0,14
FUN_036874,2,2,4,0,0,3,0,0,4,2,2,0
FUN_036875,0,7,0,0,0,0,0,0,0,0,0,0
FUN_023009,107,100,78,288,521,96,328,167,147,142,114,124
FUN_023008,28,43,28,13,10,30,0,37,34,34,37,25
FUN_033324,0,0,0,0,0,0,0,0,0,0,0,0
FUN_012033,31,47,45,32,31,42,25,62,37,42,36,42
FUN_028589,0,0,0,0,0,0,0,0,7,0,0,0
FUN_028588,0,2,7,338,235,3,199,365,407,546,0,4
FUN_040363,0,0,7,0,0,9,0,0,0,0,15,0
FUN_028583,15,0,0,2,5,0,0,4,2,7,0,2
FUN_028582,0,0,0,0,0,0,0,0,0,0,0,0
FUN_028581,0,0,0,0,0,0,4,0,3,0,0,0
FUN_028580,0,0,0,0,0,0,0,1,0,0,0,2
FUN_028587,0,0,0,0,0,0,0,0,0,0,0,0
FUN_028586,5,3,5,2,0,3,1,0,4,0,2,3
FUN_028585,0,0,0,1,0,0,0,0,0,1,0,0
FUN_028584,0,0,0,0,0,0,0,0,0,0,0,0
FUN_000201,34,34,39,28,23,60,36,66,58,71,24,48
FUN_043768,14,0,15,6,0,0,8,21,0,0,0,0
FUN_043769,19,9,11,5,0,0,18,25,0,0,0,9
FUN_010979,43,23,36,43,0,30,13,45,27,28,23,25
FUN_010978,212,232,296,357,440,155,465,1072,1018,979,144,212
FUN_043760,0,0,2,14,12,0,22,12,11,11,0,0
FUN_043761,0,4,3,2,0,2,0,2,0,2,1,0
FUN_043762,44,25,50,68,59,19,56,148,144,193,25,46
FUN_043763,0,0,0,0,0,0,0,0,0,0,0,0
FUN_043764,0,0,5,0,0,0,0,0,0,9,0,8
FUN_043765,2,0,0,3,0,0,0,11,4,5,0,6
FUN_043766,20,0,21,20,9,0,17,28,37,63,18,0
FUN_010972,0,0,0,7,11,0,0,13,11,0,0,7
FUN_042419,0,7,0,0,0,0,0,0,0,0,0,0
FUN_042418,0,0,0,0,0,0,4,0,0,0,0,0
FUN_042411,5,5,0,8,0,0,0,0,0,0,0,0
FUN_042410,0,0,3,0,0,4,0,0,0,0,4,3
FUN_042413,1,3,2,3,1,4,1,0,6,1,2,2
FUN_042412,6,0,0,0,0,0,0,0,0,0,0,0
FUN_042415,2,0,0,0,0,2,0,0,0,0,0,0
FUN_042414,0,5,0,0,0,0,0,0,0,0,0,0
FUN_042417,0,0,0,0,0,0,0,0,0,0,0,0
FUN_042416,0,0,0,0,0,0,0,2,0,0,2,0
FUN_041692,25,42,36,0,3,21,7,13,8,15,33,18
FUN_041693,39,60,45,0,0,24,0,13,25,16,16,29
FUN_041690,13,20,9,0,0,21,0,1,0,2,0,5
FUN_041691,209,177,233,244,282,213,263,167,288,214,136,214
FUN_041696,269,221,218,18,5,122,18,19,19,13,156,286
FUN_041697,0,6,0,5,6,0,0,0,8,0,0,2
FUN_041694,5,13,10,0,0,0,0,0,7,0,15,0
FUN_041695,8,8,28,3,0,6,6,4,7,4,1,0
FUN_041698,115,143,122,88,67,107,52,138,203,191,63,133
FUN_041699,35,35,27,12,0,35,24,66,54,30,10,41
FUN_009139,0,0,0,0,0,0,0,0,0,0,0,0
FUN_009138,0,0,0,0,0,0,0,0,4,0,0,0
FUN_017277,1,10,0,6,0,0,0,1,3,7,0,5
FUN_009133,0,11,16,0,0,15,0,0,0,11,9,19
FUN_009132,0,0,7,5,0,0,0,0,0,4,0,21
FUN_009131,0,0,0,0,0,0,0,0,0,8,9,13
FUN_009130,0,8,13,4,0,3,0,0,0,0,4,29
FUN_009137,3,0,9,4,0,9,0,0,0,0,3,20
FUN_009136,0,0,0,0,0,2,0,0,2,0,0,5
FUN_009135,0,0,0,0,0,0,0,0,0,0,0,0
FUN_009134,0,1,1,0,3,1,0,0,0,1,0,0
FUN_022754,8,6,0,0,0,2,0,1,0,2,8,7
FUN_022755,4,1,0,0,0,0,0,0,0,0,4,4
FUN_022756,8,16,25,5,5,10,5,0,4,0,8,5
FUN_022757,2,1,0,0,0,0,0,1,0,1,1,2
FUN_022750,6,2,2,0,2,1,2,1,1,2,3,3
FUN_022751,6,5,0,0,0,0,1,1,0,0,3,5
FUN_022752,2,2,0,1,2,1,3,1,1,1,3,2
FUN_022753,6,4,1,0,0,2,2,1,1,3,4,2
FUN_022758,78,50,42,40,9,40,11,87,67,46,48,40
FUN_022759,14,16,10,18,3,0,3,14,16,27,16,0
FUN_010686,10,0,0,9,7,3,11,4,0,0,0,7
FUN_042019,77,72,94,695,295,77,168,96,221,241,57,53
FUN_042018,130,133,184,226,126,139,114,229,262,315,59,129
FUN_040123,4,0,0,11,4,0,0,7,10,13,0,3
FUN_040122,0,0,0,0,0,0,0,0,0,0,0,0
FUN_040121,18,0,15,33,19,0,20,56,106,60,0,25
FUN_040120,41,101,27,8,5,23,0,0,15,9,18,10
FUN_040127,0,0,0,0,0,0,0,0,0,0,0,0
FUN_040126,0,0,0,0,0,0,0,0,0,0,0,2
FUN_040125,0,0,0,0,0,2,0,0,0,0,0,0
FUN_040124,0,11,10,7,0,7,0,10,6,0,9,0
FUN_040129,23,19,7,8,0,0,0,9,27,8,10,5
FUN_040128,18,16,22,138,49,16,21,49,66,80,36,3
FUN_042017,36,31,37,55,14,17,12,22,41,29,19,41
FUN_042016,2,0,0,0,0,4,0,3,0,0,0,4
FUN_015228,8,13,11,8,5,36,0,11,11,19,6,27
FUN_015229,25,32,25,93,17,21,12,42,69,92,34,26
FUN_015226,21,0,34,12,15,18,16,0,8,13,0,10
FUN_015227,9,20,7,16,7,33,0,30,18,11,13,0
FUN_015224,0,0,11,7,0,0,4,0,5,0,8,0
FUN_015225,26,19,22,1192,1234,37,967,82,127,109,27,24
FUN_015222,19,21,14,53,34,12,32,24,5,24,17,33
FUN_015223,25,33,29,61,31,35,25,59,35,103,34,28
FUN_015220,53,23,31,19,0,53,18,50,36,23,38,37
FUN_015221,0,0,0,0,0,0,0,0,0,5,0,0
FUN_003035,0,0,0,1,0,0,0,0,1,0,0,0
FUN_024349,6,4,0,0,0,0,0,3,0,0,0,0
FUN_024348,33,66,82,27,0,51,21,27,48,41,52,52
FUN_024345,60,74,97,55,12,69,38,72,54,64,90,77
FUN_024344,10,30,23,191,105,31,37,28,65,69,18,11
FUN_024347,0,0,0,0,0,0,0,0,0,0,0,0
FUN_024346,116,134,136,187,242,112,221,549,688,431,106,135
FUN_024341,0,0,0,9,0,0,7,0,4,19,0,0
FUN_024340,21,45,28,11,0,12,6,21,23,29,0,22
FUN_024343,237,250,279,248,396,125,251,363,377,379,255,184
FUN_024342,65,65,68,239,197,107,118,164,152,167,72,82
FUN_038469,0,0,0,0,0,0,0,0,0,0,0,0
FUN_038468,0,0,0,0,0,0,0,0,1,0,0,0
FUN_015133,0,0,0,0,0,3,0,0,0,0,0,0
FUN_038465,65,33,38,29,17,27,23,88,46,48,35,51
FUN_038464,69,143,90,137,47,102,85,116,135,135,85,96
FUN_038467,0,0,0,49,34,0,37,27,49,42,0,0
FUN_038466,8,0,0,0,0,18,0,9,0,13,15,17
FUN_038461,0,0,0,0,0,0,0,0,0,0,0,3
FUN_038460,0,0,0,0,0,0,0,0,0,0,0,0
FUN_038463,6,9,0,0,0,12,0,0,0,0,0,5
FUN_038462,0,0,0,0,0,3,0,0,0,1,0,0
FUN_028873,115,91,197,59,5,49,22,39,66,56,93,96
FUN_028872,0,0,0,0,0,0,0,0,0,0,0,0
FUN_028871,41,58,42,12,18,36,5,36,31,54,80,52
FUN_028870,0,0,0,0,0,0,0,0,0,0,3,0
FUN_028877,32,20,20,96,140,25,84,40,93,12,21,18
FUN_028876,0,0,0,15,0,0,10,34,30,44,0,8
FUN_028875,0,3,0,0,1,0,6,0,5,7,4,8
FUN_028874,8,8,10,0,6,4,0,6,9,6,25,0
FUN_028879,0,0,0,0,0,0,0,0,0,0,0,0
FUN_028878,1,1,0,0,0,0,0,0,0,0,0,0
FUN_004587,0,5,0,0,0,0,0,0,0,0,0,0
FUN_019949,0,1,0,1,0,0,0,0,0,0,1,1
FUN_019948,1,0,0,0,0,0,0,0,0,0,1,1
FUN_019943,1,0,1,1,1,0,0,0,0,0,1,0
FUN_019942,0,0,0,0,0,0,0,0,0,0,1,0
FUN_019941,1,1,0,1,1,1,0,1,0,0,1,1
FUN_019940,0,1,0,0,0,0,0,0,0,0,0,0
FUN_019947,0,0,1,0,0,1,1,0,0,1,0,1
FUN_019946,0,0,1,0,0,1,1,0,0,1,0,1
FUN_019945,0,1,0,1,0,0,0,0,0,0,0,0
FUN_019944,0,0,0,0,0,0,0,0,0,0,0,0
FUN_004589,111,92,120,13,11,72,0,14,45,0,67,38
FUN_037007,70,72,42,1125,450,51,279,177,185,197,30,38
FUN_019353,0,0,0,0,0,0,0,3,0,0,0,0
FUN_017721,0,0,0,0,0,0,0,0,0,0,0,0
FUN_015918,2,0,0,2,0,2,1,0,2,3,1,8
